Number #1;Formatted #1;Number #2;Formatted #2
"1111138633";"11-1113-8633";"1111138633";"11-1113-8633";
"1111138644";"11-1113-8644";"1111138644";"11-1113-8644";
"1111138655";"11-1113-8655";"1111138655";"11-1113-8655";
"1111138666";"11-1113-8666";"1111138666";"11-1113-8666";
"1111138677";"11-1113-8677";"1111138677";"11-1113-8677";
"1111138688";"11-1113-8688";"1111138688";"11-1113-8688";
"1111138699";"11-1113-8699";"1111138699";"11-1113-8699";
"1111138710";"11-1113-8710";"1111138710";"11-1113-8710";
"1111138721";"11-1113-8721";"1111138721";"11-1113-8721";
"1111138732";"11-1113-8732";"1111138732";"11-1113-8732";
"1111138743";"11-1113-8743";"1111138743";"11-1113-8743";
"1111138754";"11-1113-8754";"1111138754";"11-1113-8754";
"1111138765";"11-1113-8765";"1111138765";"11-1113-8765";
"1111138776";"11-1113-8776";"1111138776";"11-1113-8776";
"1111138787";"11-1113-8787";"1111138787";"11-1113-8787";
"1111138798";"11-1113-8798";"1111138798";"11-1113-8798";
"1111138809";"11-1113-8809";"1111138809";"11-1113-8809";
"1111138820";"11-1113-8820";"1111138820";"11-1113-8820";
"1111138831";"11-1113-8831";"1111138831";"11-1113-8831";
"1111138842";"11-1113-8842";"1111138842";"11-1113-8842";
"1111138853";"11-1113-8853";"1111138853";"11-1113-8853";
"1111138864";"11-1113-8864";"1111138864";"11-1113-8864";
"1111138875";"11-1113-8875";"1111138875";"11-1113-8875";
"1111138886";"11-1113-8886";"1111138886";"11-1113-8886";
"1111138897";"11-1113-8897";"1111138897";"11-1113-8897";
"1111138908";"11-1113-8908";"1111138908";"11-1113-8908";
"1111138919";"11-1113-8919";"1111138919";"11-1113-8919";
"1111138930";"11-1113-8930";"1111138930";"11-1113-8930";
"1111138941";"11-1113-8941";"1111138941";"11-1113-8941";
"1111138952";"11-1113-8952";"1111138952";"11-1113-8952";
"1111138963";"11-1113-8963";"1111138963";"11-1113-8963";
"1111138974";"11-1113-8974";"1111138974";"11-1113-8974";
"1111138985";"11-1113-8985";"1111138985";"11-1113-8985";
"1111138996";"11-1113-8996";"1111138996";"11-1113-8996";
"1111139007";"11-1113-9007";"1111139007";"11-1113-9007";
"1111139018";"11-1113-9018";"1111139018";"11-1113-9018";
"1111139029";"11-1113-9029";"1111139029";"11-1113-9029";
"1111139040";"11-1113-9040";"1111139040";"11-1113-9040";
"1111139051";"11-1113-9051";"1111139051";"11-1113-9051";
"1111139062";"11-1113-9062";"1111139062";"11-1113-9062";
"1111139073";"11-1113-9073";"1111139073";"11-1113-9073";
"1111139084";"11-1113-9084";"1111139084";"11-1113-9084";
"1111139095";"11-1113-9095";"1111139095";"11-1113-9095";
"1111139106";"11-1113-9106";"1111139106";"11-1113-9106";
"1111139117";"11-1113-9117";"1111139117";"11-1113-9117";
"1111139128";"11-1113-9128";"1111139128";"11-1113-9128";
"1111139139";"11-1113-9139";"1111139139";"11-1113-9139";
"1111139150";"11-1113-9150";"1111139150";"11-1113-9150";
"1111139161";"11-1113-9161";"1111139161";"11-1113-9161";
"1111139172";"11-1113-9172";"1111139172";"11-1113-9172";
"1111139183";"11-1113-9183";"1111139183";"11-1113-9183";
"1111139194";"11-1113-9194";"1111139194";"11-1113-9194";
"1111139205";"11-1113-9205";"1111139205";"11-1113-9205";
"1111139216";"11-1113-9216";"1111139216";"11-1113-9216";
"1111139227";"11-1113-9227";"1111139227";"11-1113-9227";
"1111139238";"11-1113-9238";"1111139238";"11-1113-9238";
"1111139249";"11-1113-9249";"1111139249";"11-1113-9249";
"1111139260";"11-1113-9260";"1111139260";"11-1113-9260";
"1111139271";"11-1113-9271";"1111139271";"11-1113-9271";
"1111139282";"11-1113-9282";"1111139282";"11-1113-9282";
"1111139293";"11-1113-9293";"1111139293";"11-1113-9293";
"1111139304";"11-1113-9304";"1111139304";"11-1113-9304";
"1111139315";"11-1113-9315";"1111139315";"11-1113-9315";
"1111139326";"11-1113-9326";"1111139326";"11-1113-9326";
"1111139337";"11-1113-9337";"1111139337";"11-1113-9337";
"1111139348";"11-1113-9348";"1111139348";"11-1113-9348";
"1111139359";"11-1113-9359";"1111139359";"11-1113-9359";
"1111139370";"11-1113-9370";"1111139370";"11-1113-9370";
"1111139381";"11-1113-9381";"1111139381";"11-1113-9381";
"1111139392";"11-1113-9392";"1111139392";"11-1113-9392";
"1111139403";"11-1113-9403";"1111139403";"11-1113-9403";
"1111139414";"11-1113-9414";"1111139414";"11-1113-9414";
"1111139425";"11-1113-9425";"1111139425";"11-1113-9425";
"1111139436";"11-1113-9436";"1111139436";"11-1113-9436";
"1111139447";"11-1113-9447";"1111139447";"11-1113-9447";
"1111139458";"11-1113-9458";"1111139458";"11-1113-9458";
"1111139469";"11-1113-9469";"1111139469";"11-1113-9469";
"1111139480";"11-1113-9480";"1111139480";"11-1113-9480";
"1111139491";"11-1113-9491";"1111139491";"11-1113-9491";
"1111139502";"11-1113-9502";"1111139502";"11-1113-9502";
"1111139513";"11-1113-9513";"1111139513";"11-1113-9513";
"1111139524";"11-1113-9524";"1111139524";"11-1113-9524";
"1111139535";"11-1113-9535";"1111139535";"11-1113-9535";
"1111139546";"11-1113-9546";"1111139546";"11-1113-9546";
"1111139557";"11-1113-9557";"1111139557";"11-1113-9557";
"1111139568";"11-1113-9568";"1111139568";"11-1113-9568";
"1111139579";"11-1113-9579";"1111139579";"11-1113-9579";
"1111139590";"11-1113-9590";"1111139590";"11-1113-9590";
"1111139601";"11-1113-9601";"1111139601";"11-1113-9601";
"1111139612";"11-1113-9612";"1111139612";"11-1113-9612";
"1111139623";"11-1113-9623";"1111139623";"11-1113-9623";
"1111139634";"11-1113-9634";"1111139634";"11-1113-9634";
"1111139645";"11-1113-9645";"1111139645";"11-1113-9645";
"1111139656";"11-1113-9656";"1111139656";"11-1113-9656";
"1111139667";"11-1113-9667";"1111139667";"11-1113-9667";
"1111139678";"11-1113-9678";"1111139678";"11-1113-9678";
"1111139689";"11-1113-9689";"1111139689";"11-1113-9689";
"1111139700";"11-1113-9700";"1111139700";"11-1113-9700";
"1111139711";"11-1113-9711";"1111139711";"11-1113-9711";
"1111139722";"11-1113-9722";"1111139722";"11-1113-9722";
"1111139733";"11-1113-9733";"1111139733";"11-1113-9733";
"1111139744";"11-1113-9744";"1111139744";"11-1113-9744";
"1111139755";"11-1113-9755";"1111139755";"11-1113-9755";
"1111139766";"11-1113-9766";"1111139766";"11-1113-9766";
"1111139777";"11-1113-9777";"1111139777";"11-1113-9777";
"1111139788";"11-1113-9788";"1111139788";"11-1113-9788";
"1111139799";"11-1113-9799";"1111139799";"11-1113-9799";
"1111139810";"11-1113-9810";"1111139810";"11-1113-9810";
"1111139821";"11-1113-9821";"1111139821";"11-1113-9821";
"1111139832";"11-1113-9832";"1111139832";"11-1113-9832";
"1111139843";"11-1113-9843";"1111139843";"11-1113-9843";
"1111139854";"11-1113-9854";"1111139854";"11-1113-9854";
"1111139865";"11-1113-9865";"1111139865";"11-1113-9865";
"1111139876";"11-1113-9876";"1111139876";"11-1113-9876";
"1111139887";"11-1113-9887";"1111139887";"11-1113-9887";
"1111139898";"11-1113-9898";"1111139898";"11-1113-9898";
"1111139909";"11-1113-9909";"1111139909";"11-1113-9909";
"1111139920";"11-1113-9920";"1111139920";"11-1113-9920";
"1111139931";"11-1113-9931";"1111139931";"11-1113-9931";
"1111139942";"11-1113-9942";"1111139942";"11-1113-9942";
"1111139953";"11-1113-9953";"1111139953";"11-1113-9953";
"1111139964";"11-1113-9964";"1111139964";"11-1113-9964";
"1111139975";"11-1113-9975";"1111139975";"11-1113-9975";
"1111139986";"11-1113-9986";"1111139986";"11-1113-9986";
"1111139997";"11-1113-9997";"1111139997";"11-1113-9997";
"1111140008";"11-1114-0008";"1111140008";"11-1114-0008";
"1111140019";"11-1114-0019";"1111140019";"11-1114-0019";
"1111140030";"11-1114-0030";"1111140030";"11-1114-0030";
"1111140041";"11-1114-0041";"1111140041";"11-1114-0041";
"1111140052";"11-1114-0052";"1111140052";"11-1114-0052";
"1111140063";"11-1114-0063";"1111140063";"11-1114-0063";
"1111140074";"11-1114-0074";"1111140074";"11-1114-0074";
"1111140085";"11-1114-0085";"1111140085";"11-1114-0085";
"1111140096";"11-1114-0096";"1111140096";"11-1114-0096";
"1111140107";"11-1114-0107";"1111140107";"11-1114-0107";
"1111140118";"11-1114-0118";"1111140118";"11-1114-0118";
"1111140129";"11-1114-0129";"1111140129";"11-1114-0129";
"1111140140";"11-1114-0140";"1111140140";"11-1114-0140";
"1111140151";"11-1114-0151";"1111140151";"11-1114-0151";
"1111140162";"11-1114-0162";"1111140162";"11-1114-0162";
"1111140173";"11-1114-0173";"1111140173";"11-1114-0173";
"1111140184";"11-1114-0184";"1111140184";"11-1114-0184";
"1111140195";"11-1114-0195";"1111140195";"11-1114-0195";
"1111140206";"11-1114-0206";"1111140206";"11-1114-0206";
"1111140217";"11-1114-0217";"1111140217";"11-1114-0217";
"1111140228";"11-1114-0228";"1111140228";"11-1114-0228";
"1111140239";"11-1114-0239";"1111140239";"11-1114-0239";
"1111140250";"11-1114-0250";"1111140250";"11-1114-0250";
"1111140261";"11-1114-0261";"1111140261";"11-1114-0261";
"1111140272";"11-1114-0272";"1111140272";"11-1114-0272";
"1111140283";"11-1114-0283";"1111140283";"11-1114-0283";
"1111140294";"11-1114-0294";"1111140294";"11-1114-0294";
"1111140305";"11-1114-0305";"1111140305";"11-1114-0305";
"1111140316";"11-1114-0316";"1111140316";"11-1114-0316";
"1111140327";"11-1114-0327";"1111140327";"11-1114-0327";
"1111140338";"11-1114-0338";"1111140338";"11-1114-0338";
"1111140349";"11-1114-0349";"1111140349";"11-1114-0349";
"1111140360";"11-1114-0360";"1111140360";"11-1114-0360";
"1111140371";"11-1114-0371";"1111140371";"11-1114-0371";
"1111140382";"11-1114-0382";"1111140382";"11-1114-0382";
"1111140393";"11-1114-0393";"1111140393";"11-1114-0393";
"1111140404";"11-1114-0404";"1111140404";"11-1114-0404";
"1111140415";"11-1114-0415";"1111140415";"11-1114-0415";
"1111140426";"11-1114-0426";"1111140426";"11-1114-0426";
"1111140437";"11-1114-0437";"1111140437";"11-1114-0437";
"1111140448";"11-1114-0448";"1111140448";"11-1114-0448";
"1111140459";"11-1114-0459";"1111140459";"11-1114-0459";
"1111140470";"11-1114-0470";"1111140470";"11-1114-0470";
"1111140481";"11-1114-0481";"1111140481";"11-1114-0481";
"1111140492";"11-1114-0492";"1111140492";"11-1114-0492";
"1111140503";"11-1114-0503";"1111140503";"11-1114-0503";
"1111140514";"11-1114-0514";"1111140514";"11-1114-0514";
"1111140525";"11-1114-0525";"1111140525";"11-1114-0525";
"1111140536";"11-1114-0536";"1111140536";"11-1114-0536";
"1111140547";"11-1114-0547";"1111140547";"11-1114-0547";
"1111140558";"11-1114-0558";"1111140558";"11-1114-0558";
"1111140569";"11-1114-0569";"1111140569";"11-1114-0569";
"1111140580";"11-1114-0580";"1111140580";"11-1114-0580";
"1111140591";"11-1114-0591";"1111140591";"11-1114-0591";
"1111140602";"11-1114-0602";"1111140602";"11-1114-0602";
"1111140613";"11-1114-0613";"1111140613";"11-1114-0613";
"1111140624";"11-1114-0624";"1111140624";"11-1114-0624";
"1111140635";"11-1114-0635";"1111140635";"11-1114-0635";
"1111140646";"11-1114-0646";"1111140646";"11-1114-0646";
"1111140657";"11-1114-0657";"1111140657";"11-1114-0657";
"1111140668";"11-1114-0668";"1111140668";"11-1114-0668";
"1111140679";"11-1114-0679";"1111140679";"11-1114-0679";
"1111140690";"11-1114-0690";"1111140690";"11-1114-0690";
"1111140701";"11-1114-0701";"1111140701";"11-1114-0701";
"1111140712";"11-1114-0712";"1111140712";"11-1114-0712";
"1111140723";"11-1114-0723";"1111140723";"11-1114-0723";
"1111140734";"11-1114-0734";"1111140734";"11-1114-0734";
"1111140745";"11-1114-0745";"1111140745";"11-1114-0745";
"1111140756";"11-1114-0756";"1111140756";"11-1114-0756";
"1111140767";"11-1114-0767";"1111140767";"11-1114-0767";
"1111140778";"11-1114-0778";"1111140778";"11-1114-0778";
"1111140789";"11-1114-0789";"1111140789";"11-1114-0789";
"1111140800";"11-1114-0800";"1111140800";"11-1114-0800";
"1111140811";"11-1114-0811";"1111140811";"11-1114-0811";
"1111140822";"11-1114-0822";"1111140822";"11-1114-0822";
"1111140833";"11-1114-0833";"1111140833";"11-1114-0833";
"1111140844";"11-1114-0844";"1111140844";"11-1114-0844";
"1111140855";"11-1114-0855";"1111140855";"11-1114-0855";
"1111140866";"11-1114-0866";"1111140866";"11-1114-0866";
"1111140877";"11-1114-0877";"1111140877";"11-1114-0877";
"1111140888";"11-1114-0888";"1111140888";"11-1114-0888";
"1111140899";"11-1114-0899";"1111140899";"11-1114-0899";
"1111140910";"11-1114-0910";"1111140910";"11-1114-0910";
"1111140921";"11-1114-0921";"1111140921";"11-1114-0921";
"1111140932";"11-1114-0932";"1111140932";"11-1114-0932";
"1111140943";"11-1114-0943";"1111140943";"11-1114-0943";
"1111140954";"11-1114-0954";"1111140954";"11-1114-0954";
"1111140965";"11-1114-0965";"1111140965";"11-1114-0965";
"1111140976";"11-1114-0976";"1111140976";"11-1114-0976";
"1111140987";"11-1114-0987";"1111140987";"11-1114-0987";
"1111140998";"11-1114-0998";"1111140998";"11-1114-0998";
"1111141009";"11-1114-1009";"1111141009";"11-1114-1009";
"1111141020";"11-1114-1020";"1111141020";"11-1114-1020";
"1111141031";"11-1114-1031";"1111141031";"11-1114-1031";
"1111141042";"11-1114-1042";"1111141042";"11-1114-1042";
"1111141053";"11-1114-1053";"1111141053";"11-1114-1053";
"1111141064";"11-1114-1064";"1111141064";"11-1114-1064";
"1111141075";"11-1114-1075";"1111141075";"11-1114-1075";
"1111141086";"11-1114-1086";"1111141086";"11-1114-1086";
"1111141097";"11-1114-1097";"1111141097";"11-1114-1097";
"1111141108";"11-1114-1108";"1111141108";"11-1114-1108";
"1111141119";"11-1114-1119";"1111141119";"11-1114-1119";
"1111141130";"11-1114-1130";"1111141130";"11-1114-1130";
"1111141141";"11-1114-1141";"1111141141";"11-1114-1141";
"1111141152";"11-1114-1152";"1111141152";"11-1114-1152";
"1111141163";"11-1114-1163";"1111141163";"11-1114-1163";
"1111141174";"11-1114-1174";"1111141174";"11-1114-1174";
"1111141185";"11-1114-1185";"1111141185";"11-1114-1185";
"1111141196";"11-1114-1196";"1111141196";"11-1114-1196";
"1111141207";"11-1114-1207";"1111141207";"11-1114-1207";
"1111141218";"11-1114-1218";"1111141218";"11-1114-1218";
"1111141229";"11-1114-1229";"1111141229";"11-1114-1229";
"1111141240";"11-1114-1240";"1111141240";"11-1114-1240";
"1111141251";"11-1114-1251";"1111141251";"11-1114-1251";
"1111141262";"11-1114-1262";"1111141262";"11-1114-1262";
"1111141273";"11-1114-1273";"1111141273";"11-1114-1273";
"1111141284";"11-1114-1284";"1111141284";"11-1114-1284";
"1111141295";"11-1114-1295";"1111141295";"11-1114-1295";
"1111141306";"11-1114-1306";"1111141306";"11-1114-1306";
"1111141317";"11-1114-1317";"1111141317";"11-1114-1317";
"1111141328";"11-1114-1328";"1111141328";"11-1114-1328";
"1111141339";"11-1114-1339";"1111141339";"11-1114-1339";
"1111141350";"11-1114-1350";"1111141350";"11-1114-1350";
"1111141361";"11-1114-1361";"1111141361";"11-1114-1361";
"1111141372";"11-1114-1372";"1111141372";"11-1114-1372";
"1111141383";"11-1114-1383";"1111141383";"11-1114-1383";
"1111141394";"11-1114-1394";"1111141394";"11-1114-1394";
"1111141405";"11-1114-1405";"1111141405";"11-1114-1405";
"1111141416";"11-1114-1416";"1111141416";"11-1114-1416";
"1111141427";"11-1114-1427";"1111141427";"11-1114-1427";
"1111141438";"11-1114-1438";"1111141438";"11-1114-1438";
"1111141449";"11-1114-1449";"1111141449";"11-1114-1449";
"1111141460";"11-1114-1460";"1111141460";"11-1114-1460";
"1111141471";"11-1114-1471";"1111141471";"11-1114-1471";
"1111141482";"11-1114-1482";"1111141482";"11-1114-1482";
"1111141493";"11-1114-1493";"1111141493";"11-1114-1493";
"1111141504";"11-1114-1504";"1111141504";"11-1114-1504";
"1111141515";"11-1114-1515";"1111141515";"11-1114-1515";
"1111141526";"11-1114-1526";"1111141526";"11-1114-1526";
"1111141537";"11-1114-1537";"1111141537";"11-1114-1537";
"1111141548";"11-1114-1548";"1111141548";"11-1114-1548";
"1111141559";"11-1114-1559";"1111141559";"11-1114-1559";
"1111141570";"11-1114-1570";"1111141570";"11-1114-1570";
"1111141581";"11-1114-1581";"1111141581";"11-1114-1581";
"1111141592";"11-1114-1592";"1111141592";"11-1114-1592";
"1111141603";"11-1114-1603";"1111141603";"11-1114-1603";
"1111141614";"11-1114-1614";"1111141614";"11-1114-1614";
"1111141625";"11-1114-1625";"1111141625";"11-1114-1625";
"1111141636";"11-1114-1636";"1111141636";"11-1114-1636";
"1111141647";"11-1114-1647";"1111141647";"11-1114-1647";
"1111141658";"11-1114-1658";"1111141658";"11-1114-1658";
"1111141669";"11-1114-1669";"1111141669";"11-1114-1669";
"1111141680";"11-1114-1680";"1111141680";"11-1114-1680";
"1111141691";"11-1114-1691";"1111141691";"11-1114-1691";
"1111141702";"11-1114-1702";"1111141702";"11-1114-1702";
"1111141713";"11-1114-1713";"1111141713";"11-1114-1713";
"1111141724";"11-1114-1724";"1111141724";"11-1114-1724";
"1111141735";"11-1114-1735";"1111141735";"11-1114-1735";
"1111141746";"11-1114-1746";"1111141746";"11-1114-1746";
"1111141757";"11-1114-1757";"1111141757";"11-1114-1757";
"1111141768";"11-1114-1768";"1111141768";"11-1114-1768";
"1111141779";"11-1114-1779";"1111141779";"11-1114-1779";
"1111141790";"11-1114-1790";"1111141790";"11-1114-1790";
"1111141801";"11-1114-1801";"1111141801";"11-1114-1801";
"1111141812";"11-1114-1812";"1111141812";"11-1114-1812";
"1111141823";"11-1114-1823";"1111141823";"11-1114-1823";
"1111141834";"11-1114-1834";"1111141834";"11-1114-1834";
"1111141845";"11-1114-1845";"1111141845";"11-1114-1845";
"1111141856";"11-1114-1856";"1111141856";"11-1114-1856";
"1111141867";"11-1114-1867";"1111141867";"11-1114-1867";
"1111141878";"11-1114-1878";"1111141878";"11-1114-1878";
"1111141889";"11-1114-1889";"1111141889";"11-1114-1889";
"1111141900";"11-1114-1900";"1111141900";"11-1114-1900";
"1111141911";"11-1114-1911";"1111141911";"11-1114-1911";
"1111141922";"11-1114-1922";"1111141922";"11-1114-1922";
"1111141933";"11-1114-1933";"1111141933";"11-1114-1933";
"1111141944";"11-1114-1944";"1111141944";"11-1114-1944";
"1111141955";"11-1114-1955";"1111141955";"11-1114-1955";
"1111141966";"11-1114-1966";"1111141966";"11-1114-1966";
"1111141977";"11-1114-1977";"1111141977";"11-1114-1977";
"1111141988";"11-1114-1988";"1111141988";"11-1114-1988";
"1111141999";"11-1114-1999";"1111141999";"11-1114-1999";
"1111142010";"11-1114-2010";"1111142010";"11-1114-2010";
"1111142021";"11-1114-2021";"1111142021";"11-1114-2021";
"1111142032";"11-1114-2032";"1111142032";"11-1114-2032";
"1111142043";"11-1114-2043";"1111142043";"11-1114-2043";
"1111142054";"11-1114-2054";"1111142054";"11-1114-2054";
"1111142065";"11-1114-2065";"1111142065";"11-1114-2065";
"1111142076";"11-1114-2076";"1111142076";"11-1114-2076";
"1111142087";"11-1114-2087";"1111142087";"11-1114-2087";
"1111142098";"11-1114-2098";"1111142098";"11-1114-2098";
"1111142109";"11-1114-2109";"1111142109";"11-1114-2109";
"1111142120";"11-1114-2120";"1111142120";"11-1114-2120";
"1111142131";"11-1114-2131";"1111142131";"11-1114-2131";
"1111142142";"11-1114-2142";"1111142142";"11-1114-2142";
"1111142153";"11-1114-2153";"1111142153";"11-1114-2153";
"1111142164";"11-1114-2164";"1111142164";"11-1114-2164";
"1111142175";"11-1114-2175";"1111142175";"11-1114-2175";
"1111142186";"11-1114-2186";"1111142186";"11-1114-2186";
"1111142197";"11-1114-2197";"1111142197";"11-1114-2197";
"1111142208";"11-1114-2208";"1111142208";"11-1114-2208";
